NOM_BORNE_RECHARGE,NOM_PARC,ADRESSE,VILLE,PROVINCE,NIVEAU_RECHARGE,MODE_TARIFICATION,TYPE_EMPLACEMENT,LONGITUDE,LATITUDE
"CEA-10190","1019 | BSR | AC |  10905 rue Basile-Routhier : Parc Basile-Routhier","10905A rue Basile Routhier Montréal QC H2C 3H5","Montréal","QC","Niveau 2","par heure",,-73.671649,45.557084
"CEA-10833","BRCC - Île-des-Sœurs - Elgar","282 Elgar Verdun QC H3E 1C8","Verdun","QC","Niveau 2","par heure","sur rue",-73.546036,45.456617
"CEA-10756","BRCC - Île-des-Sœurs - Elgar","282 Elgar Verdun QC H3E 1C8","Verdun","QC","Niveau 2","par heure","sur rue",-73.546036,45.456617
"CECB-00047","BRCC - Anjou - Aréna Chaumont","6572 rue des Ormeaux Anjou QC H1K 2X5","Anjou","QC","BRCC","par palier (à partir de)",,-73.546,45.6113
"CECB-00061","BRCC - Anjou - Aréna Chaumont","6572 rue des Ormeaux Anjou QC H1K 2X5","Anjou","QC","BRCC","par palier (à partir de)",,-73.546,45.6113
"CECA-00034","BRCC - Anjou - Couche-Tard","6270 Boulevard Louis-H. La Fontaine Montréal QC H1M 1S8","Montréal","QC","BRCC","par palier (à partir de)",,-73.553007,45.598289
"CECA-00010","BRCC - Anjou - Couche-Tard","6270 Boulevard Louis-H. La Fontaine Montréal QC H1M 1S8","Montréal","QC","BRCC","par palier (à partir de)",,-73.553007,45.598289
"CEC-00153","BRCC - Centre de services communautaires du Monastère","4451 rue Berri Montréal QC H2J 2W9","Montréal","QC","BRCC","par palier (à partir de)",,-73.580838,45.524942
"CEC-00183","BRCC - Complexe Desjardins","1255 rue Jeanne-Mance Montréal QC H2X 2J3","Montréal","QC","BRCC","par palier (à partir de)",,-73.5654,45.507
"CEC-00182","BRCC - Complexe Desjardins","1255 rue Jeanne-Mance Montréal QC H2X 2J3","Montréal","QC","BRCC","par palier (à partir de)",,-73.5654,45.507
"CEC-00181","BRCC - Complexe Desjardins","1255 rue Jeanne-Mance Montréal QC H2X 2J3","Montréal","QC","BRCC","par palier (à partir de)",,-73.5654,45.507
"CEC-00180","BRCC - Complexe Desjardins","1255 rue Jeanne-Mance Montréal QC H2X 2J3","Montréal","QC","BRCC","par palier (à partir de)",,-73.5654,45.507
"CEL-00511","BRCC - Dorval - Centre météorologique canadien","2121 Voie de Service Nord Dorval QC H9P 1J3","Dorval","QC","BRCC","par palier (à partir de)",,-73.788169,45.483102
"CEL-00518","BRCC - Dorval - Centre météorologique canadien","2121 Voie de Service Nord Dorval QC H9P 1J3","Dorval","QC","BRCC","par palier (à partir de)",,-73.788169,45.483102
"CEK-00469","BRCC - Dorval - Centre météorologique canadien","2121 Voie de Service Nord Dorval QC H9P 1J3","Dorval","QC","BRCC","par palier (à partir de)",,-73.788169,45.483102
"CEC-00306","BRCC - Kirkland - Rôtisseries St-Hubert","2939 boul. St-Charles Kirkland QC H9S 3B5","Kirkland","QC","BRCC","par palier (à partir de)",,-73.853361,45.447444
"CEC-00309","BRCC - Kirkland - Rôtisseries St-Hubert","2939 boul. St-Charles Kirkland QC H9S 3B5","Kirkland","QC","BRCC","par palier (à partir de)",,-73.853361,45.447444
"CEC-00307","BRCC - Kirkland - Rôtisseries St-Hubert","2939 boul. St-Charles Kirkland QC H9S 3B5","Kirkland","QC","BRCC","par palier (à partir de)",,-73.853361,45.447444
"CEC-00308","BRCC - Kirkland - Rôtisseries St-Hubert","2939 boul. St-Charles Kirkland QC H9S 3B5","Kirkland","QC","BRCC","par palier (à partir de)",,-73.853361,45.447444
"CEK-00517","BRCC - Lachine - Stationnement coin Victoria/25e Avenue","2425 rue Victoria Lachine QC H8S 1Y5","Lachine","QC","BRCC","par palier (à partir de)",,-73.6861,45.4356
"CEL-00522","BRCC - Lachine - Stationnement coin Victoria/25e Avenue","2425 rue Victoria Lachine QC H8S 1Y5","Lachine","QC","BRCC","par palier (à partir de)",,-73.6861,45.4356
"CECB-00044","BRCC - Lachine - Stationnement coin Victoria/25e Avenue","2425 rue Victoria Lachine QC H8S 1Y5","Lachine","QC","BRCC","par palier (à partir de)",,-73.6861,45.4356
"CECB-00046","BRCC - Lachine - Stationnement coin Victoria/25e Avenue","2425 rue Victoria Lachine QC H8S 1Y5","Lachine","QC","BRCC","par palier (à partir de)",,-73.6861,45.4356
"CEC-00210","BRCC - Lasalle - Rôtisserie St-Hubert","7979 Newman Lasalle QC H8N 2N9","Lasalle","QC","BRCC","par palier (à partir de)",,-73.626984,45.43581
"CEC-00209","BRCC - Lasalle - Rôtisserie St-Hubert","7979 Newman Lasalle QC H8N 2N9","Lasalle","QC","BRCC","par palier (à partir de)",,-73.626984,45.43581
"CEC-00102","BRCC - Marché Atwater","138 Avenue Atwater Montréal QC H4C 2H6","Montréal","QC","BRCC","par palier (à partir de)",,-73.57675,45.478722
"CEA-14523","9014 | BSR | RDP-PAT | 30 96e ave","30 96e Avenue Montréal QC H1A 2C7","Montréal","QC","Niveau 2","par heure",,-73.48052,45.699042
"CEA-15323","9015 | BSR | RDP-PAT | 540 27e ave","540 Avenue 27e Montréal QC H1A 3N8","Montréal","QC","Niveau 2","par heure",,-73.490486,45.652764
"CEA-15322","9015 | BSR | RDP-PAT | 540 27e ave","540 Avenue 27e Montréal QC H1A 3N8","Montréal","QC","Niveau 2","par heure",,-73.490486,45.652764
"CEA-15292","9018 - 1958 42e avenue","1958 42e Avenue Montréal QC H1A 3C1","Montréal","QC","Niveau 2","par heure",,-73.503787,45.664288
"CEA-15290","9018 - 1958 42e avenue","1958 42e Avenue Montréal QC H1A 3C1","Montréal","QC","Niveau 2","par heure",,-73.503787,45.664288
"CEA-13815","9027 | BHR | RDP-PAT | 14002 Notre-Dame E ","14002 Rue Notre-Dame Est Montréal QC H1A 1T8","Montréal","QC","Niveau 2","par heure",,-73.49342,45.66734
"CEA-13786","9027 | BHR | RDP-PAT | 14002 Notre-Dame E ","14002 Rue Notre-Dame Est Montréal QC H1A 1T8","Montréal","QC","Niveau 2","par heure",,-73.49342,45.66734
"CEA-13868","9080 | BBHR | RDP-PAT | 12090 Notre-Dame E : Maison du Citoyen","12090 Rue Notre-Dame Est Montréal QC H1B 2Z1","Montréal","QC","Niveau 2","par heure",,-73.488913,45.640398
"CEA-13553","9080 | BBHR | RDP-PAT | 12090 Notre-Dame E : Maison du Citoyen","12090 Rue Notre-Dame Est Montréal QC H1B 2Z1","Montréal","QC","Niveau 2","par heure",,-73.488913,45.640398
"CEA-061","9081 | BBHR | RDP-PAT | 12125 Notre-Dame E : Centre communautaire Roussin","12125 Rue Notre-Dame est Montréal QC H1B 2Y9","Montréal","QC","Niveau 2","par heure",,-73.49087,45.641308
"CEA-10193","9081 | BBHR | RDP-PAT | 12125 Notre-Dame E : Centre communautaire Roussin","12125 Rue Notre-Dame est Montréal QC H1B 2Y9","Montréal","QC","Niveau 2","par heure",,-73.49087,45.641308
"CEA-11260","9082 | BBHR | RDP-PAT | 1515 Tricentenaire - Aréna Rodrigue-Gilbert","1515 Boulevard du Tricentenaire Montréal QC H1B 3A9","Montréal","QC","Niveau 2","par heure",,-73.500425,45.65175
"CEA-11042","9082 | BBHR | RDP-PAT | 1515 Tricentenaire - Aréna Rodrigue-Gilbert","1515 Boulevard du Tricentenaire Montréal QC H1B 3A9","Montréal","QC","Niveau 2","par heure",,-73.500425,45.65175
"CEA-11497","9083 | BBHR | RDP-PAT | 7521 André-Ampère – Piscine Hans Selye","7521 Avenue André Ampère Montréal QC H1E 6V5","Montréal","QC","Niveau 2","par heure",,-73.601713,45.630638
"CEA-11498","9083 | BBHR | RDP-PAT | 7521 André-Ampère – Piscine Hans Selye","7521 Avenue André Ampère Montréal QC H1E 6V5","Montréal","QC","Niveau 2","par heure",,-73.601713,45.630638
"CEA-10784","9085 | BBHR | RDP-PAT | 9175 Perras: Aréna René-Masson","9175 Boulevard Perras Montréal QC H1E 3J7","Montréal","QC","Niveau 2","par heure",,-73.577185,45.651515
"CEA-11119","9085 | BBHR | RDP-PAT | 9175 Perras: Aréna René-Masson","9175 Boulevard Perras Montréal QC H1E 3J7","Montréal","QC","Niveau 2","par heure","sur rue",-73.577185,45.651515
"CEB-10018","ARTM - Terminus Radisson","7250 rue Sherbrooke Est Montréal QC H1N 1E7","Montréal","QC","Niveau 2","par session",,-73.53706,45.590387
"CEB-10024","ARTM - Terminus Radisson","7250 rue Sherbrooke Est Montréal QC H1N 1E7","Montréal","QC","Niveau 2","par session",,-73.53706,45.590387
"CEA-222","Allied - 111 Duke","111 Rue Duke Montreal QC H3C 2M1","Montreal","QC","Niveau 2","par session",,-73.556716,45.497108
"CEA-221","Allied - 111 Duke","111 Rue Duke Montreal QC H3C 2M1","Montreal","QC","Niveau 2","par session",,-73.556716,45.497108
"CEA-267","Allied - 75 Queen","75 Queen Montreal QC H3C 2N5","Montreal","QC","Niveau 2","par heure",,-73.554274,45.497514
"CEA-230","Allied - 75 Queen","75 Queen Montreal QC H3C 2N5","Montreal","QC","Niveau 2","par heure",,-73.554274,45.497514
"CEB-10227","Altitude Montréal","1225 Robert-Bourassa Montréal QC H3B 9A9","Montréal","QC","Niveau 2","par session",,-73.568532,45.502713
"CEB-10242","Altitude Montréal","1225 Robert-Bourassa Montréal QC H3B 9A9","Montréal","QC","Niveau 2","par session",,-73.568532,45.502713
"CEB-10193","Aéroport de Montréal - HotelParc SS2 (Marriott)","800 Place Leigh-Capreol Dorval QC H4Y 0A4","Dorval","QC","Niveau 2","par heure",,-73.752347,45.455931
"CEB-10189","Aéroport de Montréal - HotelParc SS2 (Marriott)","800 Place Leigh-Capreol Dorval QC H4Y 0A4","Dorval","QC","Niveau 2","par heure",,-73.752347,45.455931
"CEB-10184","Aéroport de Montréal - HotelParc SS2 (Marriott)","800 Place Leigh-Capreol Dorval QC H4Y 0A4","Dorval","QC","Niveau 2","par heure",,-73.752347,45.455931
"CEB-10190","Aéroport de Montréal - HotelParc SS2 (Marriott)","800 Place Leigh-Capreol Dorval QC H4Y 0A4","Dorval","QC","Niveau 2","par heure",,-73.752347,45.455931
"CEB-10351","Aéroport de Montréal - HotelParc SS2 (Marriott)","800 Place Leigh-Capreol Dorval QC H4Y 0A4","Dorval","QC","Niveau 2","par heure",,-73.752347,45.455931
"CEB-10315","Aéroport de Montréal - HotelParc SS2 (Marriott)","800 Place Leigh-Capreol Dorval QC H4Y 0A4","Dorval","QC","Niveau 2","par heure",,-73.752347,45.455931
"CEB-10309","Aéroport de Montréal - HotelParc SS2 (Marriott)","800 Place Leigh-Capreol Dorval QC H4Y 0A4","Dorval","QC","Niveau 2","par heure",,-73.752347,45.455931
"CEB-10307","Aéroport de Montréal - HotelParc SS2 (Marriott)","800 Place Leigh-Capreol Dorval QC H4Y 0A4","Dorval","QC","Niveau 2","par heure",,-73.752347,45.455931
"CEB-10302","Aéroport de Montréal - HotelParc SS2 (Marriott)","800 Place Leigh-Capreol Dorval QC H4Y 0A4","Dorval","QC","Niveau 2","par heure",,-73.752347,45.455931
"CEB-10253","Aéroport de Montréal - HotelParc SS2 (Marriott)","800 Place Leigh-Capreol Dorval QC H4Y 0A4","Dorval","QC","Niveau 2","par heure",,-73.752347,45.455931
"CEB-10077","Aéroport de Montréal – Courte Durée","975 Roméo-Vachon Nord Dorval QC H4Y 1H1","Dorval","QC","Niveau 2","par session",,-73.750714,45.457225
"CEA-10388","Aéroport de Montréal – Courte Durée","975 Roméo-Vachon Nord Dorval QC H4Y 1H1","Dorval","QC","Niveau 2","par session",,-73.750714,45.457225
"CEB-10076","Aéroport de Montréal – Courte Durée","975 Roméo-Vachon Nord Dorval QC H4Y 1H1","Dorval","QC","Niveau 2","par session",,-73.750714,45.457225
"CEA-10393","Aéroport de Montréal – Courte Durée","975 Roméo-Vachon Nord Dorval QC H4Y 1H1","Dorval","QC","Niveau 2","par session",,-73.750714,45.457225
"CEA-10867","BRCC - 5600.com","5656 Hochelaga Montréal QC H1N 3L7","Montréal","QC","Niveau 2","par heure","sur rue",-73.538266,45.56898
"CEA-10960","BRCC - 5600.com","5656 Hochelaga Montréal QC H1N 3L7","Montréal","QC","Niveau 2","par heure","sur rue",-73.538266,45.56898
"CEC-00104","BRCC - 5600.com","5656 Hochelaga Montréal QC H1N 3L7","Montréal","QC","BRCC","par palier (à partir de)",,-73.538266,45.56898
"CEL-00531","BRCC - Anjou - Aréna Chaumont","6572 rue des Ormeaux Anjou QC H1K 2X5","Anjou","QC","BRCC","par palier (à partir de)",,-73.546,45.6113
"CEK-00525","BRCC - Anjou - Aréna Chaumont","6572 rue des Ormeaux Anjou QC H1K 2X5","Anjou","QC","BRCC","par palier (à partir de)",,-73.546,45.6113
"CECH-00069","BRCC - Anjou - Aréna Chaumont","6572 rue des Ormeaux Anjou QC H1K 2X5","Anjou","QC","BRCC","par palier (à partir de)",,-73.546,45.6113
"CECB-00014","BRCC - Montréal Monk","6071 rue Monk Montréal QC H4E 3H5","Montréal","QC","BRCC","par palier (à partir de)",,-73.5952,45.4576
"CEC-00101","BRCC - Marché Atwater","138 Avenue Atwater Montréal QC H4C 2H6","Montréal","QC","BRCC","par palier (à partir de)",,-73.57675,45.478722
"CEC-00204","BRCC - Montréal (PAT) - Aréna Rodrigue-Gilbert","1515 Boulevard du Tricentenaire Montréal QC H1B 3A9","Montréal","QC","BRCC","par palier (à partir de)",,-73.500278,45.651667
"CEC-00205","BRCC - Montréal (PAT) - Aréna Rodrigue-Gilbert","1515 Boulevard du Tricentenaire Montréal QC H1B 3A9","Montréal","QC","BRCC","par palier (à partir de)",,-73.500278,45.651667
"CECA-00032","BRCC - Montréal - Côte-des-Neiges - Couche-Tard ","5405 Chemin de la Côte-des-Neiges Montréal QC H3T 1Y7","Montréal","QC","BRCC","par palier (à partir de)",,-73.623646,45.497335
"CECG-00002","BRCC - Montréal - Lajeunesse - St-Hubert","10520 rue Lajeunesse Montréal QC H3L 2E6","Montréal","QC","BRCC","par palier (à partir de)",,-73.665527,45.554253
"CECA-00080","BRCC - Montréal - Lajeunesse - St-Hubert","10520 rue Lajeunesse Montréal QC H3L 2E6","Montréal","QC","BRCC","par palier (à partir de)",,-73.665527,45.554253
"CEK-00471","BRCC - Montréal - Marché Maisonneuve","4445 rue Ontario E Montréal QC H1V 1K5","Montréal","QC","BRCC","par palier (à partir de)",,-73.5409,45.554
"CEL-00547","BRCC - Montréal - Marché Maisonneuve","4445 rue Ontario E Montréal QC H1V 1K5","Montréal","QC","BRCC","par palier (à partir de)",,-73.5409,45.554
"CECB-00009","BRCC - Montréal - Marché Maisonneuve","4445 rue Ontario E Montréal QC H1V 1K5","Montréal","QC","BRCC","par palier (à partir de)",,-73.5409,45.554
"CECB-00027","BRCC - Montréal - Marché Maisonneuve","4445 rue Ontario E Montréal QC H1V 1K5","Montréal","QC","BRCC","par palier (à partir de)",,-73.5409,45.554
"CECH-00060","BRCC - Montréal - Marché Maisonneuve","4445 rue Ontario E Montréal QC H1V 1K5","Montréal","QC","BRCC","par palier (à partir de)",,-73.5409,45.554
"CEL-00565","BRCC - Montréal - Maurice-Duplessis - Couche Tard","9600 Bd Maurice-Duplessis Montréal QC H1E 1N2","Montréal","QC","BRCC","par palier (à partir de)",,-73.5619,45.65
"CEK-00580","BRCC - Montréal - Maurice-Duplessis - Couche Tard","9600 Bd Maurice-Duplessis Montréal QC H1E 1N2","Montréal","QC","BRCC","par palier (à partir de)",,-73.5619,45.65
"CECH-00026","BRCC - Montréal - Maurice-Duplessis - Couche Tard","9600 Bd Maurice-Duplessis Montréal QC H1E 1N2","Montréal","QC","BRCC","par palier (à partir de)",,-73.5619,45.65
"CEK-00896","BRCC - Montréal - Pôle mobilité Masson","5421 6e Avenue Montréal QC H1Y 2P7","Montréal","QC","BRCC","par palier (à partir de)",,-73.575353,45.548422
"CECA-00074","BRCC - Montréal - Pôle mobilité Masson","5421 6e Avenue Montréal QC H1Y 2P7","Montréal","QC","BRCC","par palier (à partir de)",,-73.575353,45.548422
"CECB-00038","BRCC - Montréal - Pôle mobilité Masson","5421 6e Avenue Montréal QC H1Y 2P7","Montréal","QC","BRCC","par palier (à partir de)",,-73.575353,45.548422
"CECH-00048","BRCC - Montréal - Pôle mobilité Masson","5421 6e Avenue Montréal QC H1Y 2P7","Montréal","QC","BRCC","par palier (à partir de)",,-73.575353,45.548422
"CECH-00046","BRCC - Montréal - Pôle mobilité Masson","5421 6e Avenue Montréal QC H1Y 2P7","Montréal","QC","BRCC","par palier (à partir de)",,-73.575353,45.548422
"CEK-00643","BRCC - Montréal Monk","6071 rue Monk Montréal QC H4E 3H5","Montréal","QC","BRCC","par palier (à partir de)",,-73.5952,45.4576
"CEL-00594","BRCC - Montréal Monk","6071 rue Monk Montréal QC H4E 3H5","Montréal","QC","BRCC","par palier (à partir de)",,-73.5952,45.4576
"CEA-13061","8044 | BSR | SO | 1546 Springland","1546 Springland Montréal QC H4E 2E1","Montréal","QC","Niveau 2","par heure",,-73.585596,45.453832
"CEA-15278","8055 | BSR | SO | 2550 Lionel Groulx","2550 Lionel Groulx Montréal QC H3J 2T8","Montréal","QC","Niveau 2","par heure",,-73.577474,45.483778
"CEA-14826","8055 | BSR | SO | 2550 Lionel Groulx","2550 Lionel Groulx Montréal QC H3J 2T8","Montréal","QC","Niveau 2","par heure",,-73.577474,45.483778
"CEA-14505","8056 | BSR | SO | 2469 Knox","2469 Rue Knox Montréal QC H3K 1R1","Montréal","QC","Niveau 2","par heure",,-73.564217,45.477333
"CEA-14504","8056 | BSR | SO | 2469 Knox","2469 Rue Knox Montréal QC H3K 1R1","Montréal","QC","Niveau 2","par heure",,-73.564217,45.477333
"CEA-15196","8056 | BSR | SO | 2469 Knox","2469 Rue Knox Montréal QC H3K 1R1","Montréal","QC","Niveau 2","par heure",,-73.564217,45.477333
"CEA-15199","8056 | BSR | SO | 2469 Knox","2469 Rue Knox Montréal QC H3K 1R1","Montréal","QC","Niveau 2","par heure",,-73.564217,45.477333
"CEA-13798","8059 | BSR | SO | 2407 rue Jacques Hertel","2407 Rue Jacques-Hertel Montréal QC H4E 1R8","Montréal","QC","Niveau 2","par heure",,-73.596918,45.459822
"CEA-13820","8059 | BSR | SO | 2407 rue Jacques Hertel","2407 Rue Jacques-Hertel Montréal QC H4E 1R8","Montréal","QC","Niveau 2","par heure",,-73.596918,45.459822
"CEA-13835","8059 | BSR | SO | 2407 rue Jacques Hertel","2407 Rue Jacques-Hertel Montréal QC H4E 1R8","Montréal","QC","Niveau 2","par heure",,-73.596918,45.459822
"CEA-13788","8059 | BSR | SO | 2407 rue Jacques Hertel","2407 Rue Jacques-Hertel Montréal QC H4E 1R8","Montréal","QC","Niveau 2","par heure",,-73.596918,45.459822
"CEA-14596","8060 | BSR | SO | 2400 Ste Cunégonde","2400 Ste Cunégonde Montréal QC H3J 2X1","Montréal","QC","Niveau 2","par heure",,-73.572606,45.48253
"CEA-14597","8060 | BSR | SO | 2400 Ste Cunégonde","2400 Ste Cunégonde Montréal QC H3J 2X1","Montréal","QC","Niveau 2","par heure",,-73.572606,45.48253
"CEA-14543","8060 | BSR | SO | 2400 Ste Cunégonde","2400 Ste Cunégonde Montréal QC H3J 2X1","Montréal","QC","Niveau 2","par heure",,-73.572606,45.48253
"CEA-14544","8060 | BSR | SO | 2400 Ste Cunégonde","2400 Ste Cunégonde Montréal QC H3J 2X1","Montréal","QC","Niveau 2","par heure",,-73.572606,45.48253
"CEA-14900","8062 | 1320 rue Ottawa","1320 Rue Ottawa Montréal QC H3C 1S7","Montréal","QC","Niveau 2","par heure",,-73.561062,45.491631
"CEA-14906","8062 | 1320 rue Ottawa","1320 Rue Ottawa Montréal QC H3C 1S7","Montréal","QC","Niveau 2","par heure",,-73.561062,45.491631
"CEA-11319","9001 | BSR | RDP-PAT | 13150 Sherbrooke E","13150 Rue Sherbrooke Est Montréal QC H1A 4B1","Montréal","QC","Niveau 2","par heure","sur rue",-73.508574,45.657782
"CEA-11327","9001 | BSR | RDP-PAT | 13150 Sherbrooke E","13150 Rue Sherbrooke Est Montréal QC H1A 4B1","Montréal","QC","Niveau 2","par heure","sur rue",-73.508574,45.657782
"CEA-13703","9001 | BSR | RDP-PAT | 13150 Sherbrooke E","13150 Rue Sherbrooke Est Montréal QC H1A 4B1","Montréal","QC","Niveau 2","par heure",,-73.508574,45.657782
"CEA-13555","9001 | BSR | RDP-PAT | 13150 Sherbrooke E","13150 Rue Sherbrooke Est Montréal QC H1A 4B1","Montréal","QC","Niveau 2","par heure",,-73.508574,45.657782
"CEA-11294","9002 | BSR | RDP-PAT | 3939 St-Jean-Baptiste","3939 St-Jean-Baptiste Montréal QC H1B 5V4","Montréal","QC","Niveau 2","par heure",,-73.523576,45.646417
"CEA-11246","9002 | BSR | RDP-PAT | 3939 St-Jean-Baptiste","3939 St-Jean-Baptiste Montréal QC H1B 5V4","Montréal","QC","Niveau 2","par heure",,-73.523576,45.646417
"CEA-12013","9004 | BSR | RDP-PAT | 9098 Robert-Armour","9098 Robert-Armour Montréal QC H1E 7E7","Montréal","QC","Niveau 2","par heure","sur rue",-73.568159,45.644233
"CEA-12015","9004 | BSR | RDP-PAT | 9098 Robert-Armour","9098 Robert-Armour Montréal QC H1E 7E7","Montréal","QC","Niveau 2","par heure","sur rue",-73.568159,45.644233
"CEA-11808","9005 | BSR | RDP-PAT | 14001 Notre-Dame E.","14001 Notre-Dame E. Montréal QC H1A 1T9","Montréal","QC","Niveau 2","par heure","sur rue",-73.49462,45.668567
"CEA-12317","9005 | BSR | RDP-PAT | 14001 Notre-Dame E.","14001 Notre-Dame E. Montréal QC H1A 1T9","Montréal","QC","Niveau 2","par heure","sur rue",-73.49462,45.668567
"CEA-13006","9006 | BSR | RDP-PAT | 7650 Maurice Duplessis","7650 Maurice Duplessis Montréal QC H1E 7R8","Montréal","QC","Niveau 2","par heure",,-73.594283,45.627014
"CEA-12976","9006 | BSR | RDP-PAT | 7650 Maurice Duplessis","7650 Maurice Duplessis Montréal QC H1E 7R8","Montréal","QC","Niveau 2","par heure",,-73.594283,45.627014
"CEA-13041","9006 | BSR | RDP-PAT | 7650 Maurice Duplessis","7650 Maurice Duplessis Montréal QC H1E 7R8","Montréal","QC","Niveau 2","par heure",,-73.594283,45.627014
"CEA-13058","9006 | BSR | RDP-PAT | 7650 Maurice Duplessis","7650 Maurice Duplessis Montréal QC H1E 7R8","Montréal","QC","Niveau 2","par heure",,-73.594283,45.627014
"CEA-12421","9007 | BSR | RDP-PAT | 1281 St-Jean-Baptiste","1281 St-Jean-Baptiste Montréal QC H1B 4A2","Montréal","QC","Niveau 2","par heure",,-73.501726,45.641926
"CEA-12427","9007 | BSR | RDP-PAT | 1281 St-Jean-Baptiste","1281 St-Jean-Baptiste Montréal QC H1B 4A2","Montréal","QC","Niveau 2","par heure","sur rue",-73.501726,45.641926
"CEA-13681","9008 | BSR | RDP-PAT | 2076 Avenue Yves-Thériault","2076 Avenue Yves-Thériault Montréal QC H1A 5L4","Montréal","QC","Niveau 2","par heure","sur rue",-73.501111,45.679088
"CEA-13488","9008 | BSR | RDP-PAT | 2076 Avenue Yves-Thériault","2076 Avenue Yves-Thériault Montréal QC H1A 5L4","Montréal","QC","Niveau 2","par heure","sur rue",-73.501111,45.679088
"CEA-13037","9009 | BSR | RDP-PAT | 2065 52e Avenue","2065 52ᵉ Avenue Montréal QC H1A 4L7","Montréal","QC","Niveau 2","par heure",,-73.503933,45.671906
"CEA-12988","9009 | BSR | RDP-PAT | 2065 52e Avenue","2065 52ᵉ Avenue Montréal QC H1A 4L7","Montréal","QC","Niveau 2","par heure",,-73.503933,45.671906
"CEA-12931","9010 | BSR | RDP-PAT | 503 St-Jean-Baptiste","503 Bd Saint-Jean-Baptiste Montréal QC H1B 2Y9","Montréal","QC","Niveau 2","par heure","sur rue",-73.491069,45.640202
"CEA-12928","9010 | BSR | RDP-PAT | 503 St-Jean-Baptiste","503 Bd Saint-Jean-Baptiste Montréal QC H1B 2Y9","Montréal","QC","Niveau 2","par heure",,-73.491069,45.640202
"CEA-13705","9011 | BSR | RDP-PAT | 3500 52e Avenue","3500 52e ave Montréal QC H1A 3Y1","Montréal","QC","Niveau 2","par heure",,-73.50648,45.671893
"CEA-13494","9011 | BSR | RDP-PAT | 3500 52e Avenue","3500 52e ave Montréal QC H1A 3Y1","Montréal","QC","Niveau 2","par heure",,-73.50648,45.671893
"CEA-13490","9011 | BSR | RDP-PAT | 3500 52e Avenue","3500 52e ave Montréal QC H1A 3Y1","Montréal","QC","Niveau 2","par heure",,-73.50648,45.671893
"CEA-13496","9011 | BSR | RDP-PAT | 3500 52e Avenue","3500 52e ave Montréal QC H1A 3Y1","Montréal","QC","Niveau 2","par heure",,-73.50648,45.671893
"CEA-15317","9012 - 12780 St-Georges","12780 Rue Saint Georges Montréal QC H1A 1R2","Montréal","QC","Niveau 2","par heure",,-73.489351,45.650161
"CEA-15298","9012 - 12780 St-Georges","12780 Rue Saint Georges Montréal QC H1A 1R2","Montréal","QC","Niveau 2","par heure",,-73.489351,45.650161
"CEA-14522","9014 | BSR | RDP-PAT | 30 96e ave","30 96e Avenue Montréal QC H1A 2C7","Montréal","QC","Niveau 2","par heure",,-73.48052,45.699042
"CEB-10181","Centre Bell","1275 Rue Saint-Antoine Ouest Montréal QC H3C 5L2","Montréal","QC","Niveau 2","par session",,-73.569154,45.495259
"CEA-10434","Collège de Bois-de-Boulogne  - 10500","10500 Avenue de Bois de Boulogne Montréal QC H4N 1L4","Montréal","QC","Niveau 2","par heure",,-73.67444,45.536413
"CEA-10423","Collège de Bois-de-Boulogne  - 10500","10500 Avenue de Bois de Boulogne Montréal QC H4N 1L4","Montréal","QC","Niveau 2","par heure",,-73.67444,45.536413
"CEA-10428","Collège de Bois-de-Boulogne - 10555","10555 Avenue de Bois de Boulogne Montréal QC H4N 1L4","Montréal","QC","Niveau 2","par heure",,-73.67574,45.538361
"CEA-10424","Collège de Bois-de-Boulogne - 10555","10555 Avenue de Bois de Boulogne Montréal QC H4N 1L4","Montréal","QC","Niveau 2","par heure",,-73.67574,45.538361
"CEA-10117","Collège de Maisonneuve","2700 Ave. Bourbonnière Montréal QC H1W 3L5","Montréal","QC","Niveau 2","par session",,-73.55444,45.54992
"CEA-10141","Collège de Rosemont","6400 16e avenue Montréal QC H1X 2S9","Montréal","QC","Niveau 2","par heure",,-73.581149,45.557139
"CEA-10142","Collège de Rosemont","6400 16e avenue Montréal QC H1X 2S9","Montréal","QC","Niveau 2","par heure",,-73.581149,45.557139
"CEA-266","Complexe 600 DMO - Tour KPMG","600 Boulevard de Maisonneuve Ouest Montréal QC H3A 0A3","Montréal","QC","Niveau 2","par heure",,-73.5705,45.504524
"CEA-243","Complexe 600 DMO - Tour KPMG","600 Boulevard de Maisonneuve Ouest Montréal QC H3A 0A3","Montréal","QC","Niveau 2","par heure",,-73.5705,45.504524
"CEA-393","CÉGEP John Abbott College","21275 rue Lakeshore Sainte-Anne-de-Bellevue QC H9X 3L9","Sainte-Anne-de-Bellevue","QC","Niveau 2","par heure",,-73.94195,45.404823
"CEA-454","CÉGEP John Abbott College","21275 rue Lakeshore Sainte-Anne-de-Bellevue QC H9X 3L9","Sainte-Anne-de-Bellevue","QC","Niveau 2","par heure",,-73.94195,45.404823
"CEA-462","CÉGEP John Abbott College","21275 rue Lakeshore Sainte-Anne-de-Bellevue QC H9X 3L9","Sainte-Anne-de-Bellevue","QC","Niveau 2","par heure",,-73.94195,45.404823
"CEA-12715","CÉGEP John Abbott College","21275 rue Lakeshore Sainte-Anne-de-Bellevue QC H9X 3L9","Sainte-Anne-de-Bellevue","QC","Niveau 2","par heure",,-73.94195,45.404823
