Topic,Characteristic,Note,Total,Men+,Women+,Total.1,Men+.1,Women+.1,Total.2,Men+.2,Women+.2,Total.3,Men+.3,Women+.3,Total.4,Men+.4,Women+.4,Total.5,Men+.5,Women+.5,Total.6,Men+.6,Women+.6,Total.7,Men+.7,Women+.7,Total.8,Men+.8,Women+.8,Total.9,Men+.9,Women+.9,Total.10,Men+.10,Women+.10,Total.11,Men+.11,Women+.11
Language used most often at work,    English and non-official language(s),,2210.0,1020.0,1185.0,0.4,0.3,0.4,16820.0,8365.0,8450.0,1.0,1.0,1.1,45.0,30.0,15.0,0.0,0.0,0.0,3105.0,1760.0,1350.0,0.3,0.3,0.3,5820.0,2800.0,3020.0,1.4,1.3,1.5,150.0,85.0,65.0,0.3,0.3,0.2
Language used most often at work,    French and non-official language(s),,95.0,45.0,50.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,320.0,125.0,190.0,0.1,0.1,0.1,2345.0,1085.0,1255.0,0.2,0.2,0.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Language used most often at work,"    English, French and non-official language(s)",,280.0,125.0,155.0,0.0,0.0,0.1,240.0,125.0,110.0,0.0,0.0,0.0,115.0,65.0,50.0,0.0,0.0,0.0,3255.0,1680.0,1575.0,0.3,0.3,0.3,30.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Language used most often at work,    Multiple non-official languages,,15.0,0.0,0.0,0.0,0.0,0.0,420.0,190.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,10.0,35.0,0.0,0.0,0.0,200.0,130.0,75.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other language(s) used regularly at work,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data",197.0,583615.0,297605.0,286010.0,100.0,100.0,100.0,1602165.0,814875.0,787295.0,100.0,100.0,100.0,315715.0,162155.0,153555.0,100.0,100.0,100.0,1016810.0,527690.0,489125.0,100.0,100.0,100.0,419270.0,212565.0,206705.0,100.0,100.0,100.0,56845.0,28085.0,28760.0,100.0,100.0,100.0
Other language(s) used regularly at work,  None,,473205.0,248225.0,224975.0,81.1,83.4,78.7,1498610.0,765630.0,732975.0,93.5,94.0,93.1,269430.0,134590.0,134840.0,85.3,83.0,87.8,667690.0,342985.0,324705.0,65.7,65.0,66.4,388115.0,198360.0,189760.0,92.6,93.3,91.8,55110.0,27275.0,27840.0,96.9,97.1,96.8
Other language(s) used regularly at work,  English,,14330.0,5680.0,8650.0,2.5,1.9,3.0,19980.0,9170.0,10810.0,1.2,1.1,1.4,38745.0,23370.0,15370.0,12.3,14.4,10.0,201200.0,106725.0,94480.0,19.8,20.2,19.3,6265.0,2900.0,3365.0,1.5,1.4,1.6,250.0,85.0,165.0,0.4,0.3,0.6
Other language(s) used regularly at work,  French,,85670.0,38575.0,47095.0,14.7,13.0,16.5,22095.0,9555.0,12540.0,1.4,1.2,1.6,5470.0,3275.0,2195.0,1.7,2.0,1.4,115950.0,61585.0,54365.0,11.4,11.7,11.1,3760.0,1600.0,2160.0,0.9,0.8,1.0,605.0,320.0,280.0,1.1,1.1,1.0
Other language(s) used regularly at work,  Non-official language,,7275.0,3615.0,3655.0,1.2,1.2,1.3,48965.0,24500.0,24465.0,3.1,3.0,3.1,930.0,385.0,545.0,0.3,0.2,0.4,14925.0,7790.0,7135.0,1.5,1.5,1.5,16115.0,7360.0,8755.0,3.8,3.5,4.2,705.0,315.0,385.0,1.2,1.1,1.3
Other language(s) used regularly at work,    Indigenous,39.0,185.0,80.0,105.0,0.0,0.0,0.0,55.0,25.0,35.0,0.0,0.0,0.0,40.0,10.0,30.0,0.0,0.0,0.0,65.0,20.0,45.0,0.0,0.0,0.0,40.0,20.0,20.0,0.0,0.0,0.0,25.0,10.0,15.0,0.0,0.0,0.1
Other language(s) used regularly at work,    Non-Indigenous,,7085.0,3535.0,3550.0,1.2,1.2,1.2,48905.0,24475.0,24430.0,3.1,3.0,3.1,895.0,375.0,515.0,0.3,0.2,0.3,14860.0,7770.0,7095.0,1.5,1.5,1.5,16075.0,7340.0,8740.0,3.8,3.5,4.2,675.0,305.0,370.0,1.2,1.1,1.3
Other language(s) used regularly at work,  English and French,,100.0,45.0,60.0,0.0,0.0,0.0,50.0,25.0,25.0,0.0,0.0,0.0,25.0,15.0,10.0,0.0,0.0,0.0,1155.0,540.0,610.0,0.1,0.1,0.1,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other language(s) used regularly at work,  English and non-official language(s),,225.0,100.0,135.0,0.0,0.0,0.0,2320.0,1055.0,1260.0,0.1,0.1,0.2,880.0,405.0,470.0,0.3,0.2,0.3,8605.0,4110.0,4490.0,0.8,0.8,0.9,1260.0,585.0,675.0,0.3,0.3,0.3,15.0,0.0,10.0,0.0,0.0,0.0
Other language(s) used regularly at work,  French and non-official language(s),,1885.0,890.0,995.0,0.3,0.3,0.3,2260.0,1125.0,1135.0,0.1,0.1,0.1,175.0,75.0,95.0,0.1,0.0,0.1,5480.0,2970.0,2510.0,0.5,0.6,0.5,620.0,310.0,310.0,0.1,0.1,0.1,50.0,30.0,20.0,0.1,0.1,0.1
Other language(s) used regularly at work,"  English, French and non-official language(s)",,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,165.0,85.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other language(s) used regularly at work,  Multiple non-official languages,,920.0,465.0,450.0,0.2,0.2,0.2,7875.0,3790.0,4085.0,0.5,0.5,0.5,50.0,30.0,20.0,0.0,0.0,0.0,1645.0,895.0,745.0,0.2,0.2,0.2,3115.0,1445.0,1675.0,0.7,0.7,0.8,100.0,40.0,60.0,0.2,0.1,0.2
Place of work status,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,198.0,493140.0,254615.0,238530.0,100.0,100.0,100.0,1308110.0,675505.0,632605.0,100.0,100.0,100.0,272665.0,140475.0,132190.0,100.0,100.0,100.0,859920.0,445255.0,414665.0,100.0,100.0,100.0,359280.0,183420.0,175855.0,100.0,100.0,100.0,49065.0,24280.0,24785.0,100.0,100.0,100.0
Place of work status,  Worked at home,,215705.0,104575.0,111125.0,43.7,41.1,46.6,510240.0,245515.0,264720.0,39.0,36.3,41.8,71305.0,35490.0,35815.0,26.2,25.3,27.1,260415.0,132065.0,128355.0,30.3,29.7,31.0,123110.0,61710.0,61400.0,34.3,33.6,34.9,14725.0,6910.0,7815.0,30.0,28.5,31.5
Place of work status,  Worked outside Canada,,1745.0,1125.0,620.0,0.4,0.4,0.3,6395.0,3990.0,2410.0,0.5,0.6,0.4,450.0,325.0,125.0,0.2,0.2,0.1,2775.0,1725.0,1045.0,0.3,0.4,0.3,2210.0,1355.0,855.0,0.6,0.7,0.5,110.0,85.0,25.0,0.2,0.4,0.1
Place of work status,  No fixed workplace address,,43070.0,32430.0,10645.0,8.7,12.7,4.5,142290.0,102345.0,39945.0,10.9,15.2,6.3,25050.0,18640.0,6405.0,9.2,13.3,4.8,81290.0,57160.0,24130.0,9.5,12.8,5.8,39640.0,27565.0,12080.0,11.0,15.0,6.9,5195.0,3645.0,1545.0,10.6,15.0,6.2
Place of work status,  Usual place of work,,232625.0,116485.0,116145.0,47.2,45.7,48.7,649185.0,323655.0,325525.0,49.6,47.9,51.5,175860.0,86015.0,89845.0,64.5,61.2,68.0,515440.0,254310.0,261130.0,59.9,57.1,63.0,194315.0,92785.0,101530.0,54.1,50.6,57.7,29040.0,13640.0,15395.0,59.2,56.2,62.1
Commuting destination,Total - Commuting destination for the employed labour force aged 15 years and over with a usual place of work - 25% sample data,199.0,232625.0,116485.0,116140.0,100.0,100.0,100.0,649185.0,323655.0,325525.0,100.0,100.0,100.0,175860.0,86015.0,89840.0,100.0,100.0,100.0,515440.0,254310.0,261135.0,100.0,100.0,100.0,194315.0,92785.0,101530.0,100.0,100.0,100.0,29040.0,13645.0,15395.0,100.0,100.0,100.0
Commuting destination,  Commute within census subdivision (CSD) of residence,,219180.0,108995.0,110185.0,94.2,93.6,94.9,514695.0,239280.0,275405.0,79.3,73.9,84.6,153905.0,72085.0,81825.0,87.5,83.8,91.1,413515.0,195935.0,217580.0,80.2,77.0,83.3,130595.0,57420.0,73175.0,67.2,61.9,72.1,18330.0,8110.0,10230.0,63.1,59.4,66.5
Commuting destination,  Commute to a different census subdivision (CSD) within census division (CD) of residence,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6390.0,3755.0,2635.0,3.6,4.4,2.9,46495.0,24705.0,21790.0,9.0,9.7,8.3,61420.0,34055.0,27365.0,31.6,36.7,27.0,10050.0,5155.0,4900.0,34.6,37.8,31.8
Commuting destination,  Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence,,7025.0,3980.0,3045.0,3.0,3.4,2.6,132960.0,83500.0,49460.0,20.5,25.8,15.2,15300.0,9985.0,5305.0,8.7,11.6,5.9,53810.0,32610.0,21200.0,10.4,12.8,8.1,1605.0,930.0,680.0,0.8,1.0,0.7,495.0,290.0,210.0,1.7,2.1,1.4
Commuting destination,  Commute to a different province or territory,,6420.0,3510.0,2910.0,2.8,3.0,2.5,1530.0,870.0,665.0,0.2,0.3,0.2,265.0,190.0,75.0,0.2,0.2,0.1,1620.0,1060.0,565.0,0.3,0.4,0.2,685.0,380.0,310.0,0.4,0.4,0.3,155.0,90.0,65.0,0.5,0.7,0.4
Main mode of commuting,Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,200.0,275700.0,148915.0,126785.0,100.0,100.0,100.0,791470.0,426000.0,365475.0,100.0,100.0,100.0,200910.0,104660.0,96250.0,100.0,100.0,100.0,596730.0,311465.0,285265.0,100.0,100.0,100.0,233960.0,120350.0,113610.0,100.0,100.0,100.0,34230.0,17290.0,16945.0,100.0,100.0,100.0
Main mode of commuting,"  Car, truck or van",,211755.0,118880.0,92880.0,76.8,79.8,73.3,482480.0,293140.0,189340.0,61.0,68.8,51.8,157975.0,84910.0,73070.0,78.6,81.1,75.9,338295.0,197990.0,140305.0,56.7,63.6,49.2,131425.0,74050.0,57380.0,56.2,61.5,50.5,18245.0,9535.0,8705.0,53.3,55.1,51.4
Main mode of commuting,"    Car, truck or van - as a driver",,190190.0,110600.0,79585.0,69.0,74.3,62.8,424985.0,273250.0,151745.0,53.7,64.1,41.5,148025.0,81190.0,66830.0,73.7,77.6,69.4,313045.0,188685.0,124360.0,52.5,60.6,43.6,118815.0,70135.0,48685.0,50.8,58.3,42.9,16695.0,8985.0,7705.0,48.8,52.0,45.5
Main mode of commuting,"    Car, truck or van - as a passenger",,21565.0,8275.0,13290.0,7.8,5.6,10.5,57490.0,19890.0,37595.0,7.3,4.7,10.3,9950.0,3720.0,6235.0,5.0,3.6,6.5,25245.0,9300.0,15940.0,4.2,3.0,5.6,12610.0,3915.0,8695.0,5.4,3.3,7.7,1550.0,550.0,1000.0,4.5,3.2,5.9
Main mode of commuting,  Public transit,,31015.0,14075.0,16940.0,11.2,9.5,13.4,207680.0,84505.0,123170.0,26.2,19.8,33.7,21765.0,9120.0,12650.0,10.8,8.7,13.1,169380.0,71050.0,98330.0,28.4,22.8,34.5,53515.0,22620.0,30890.0,22.9,18.8,27.2,3800.0,1715.0,2085.0,11.1,9.9,12.3
Main mode of commuting,  Walked,,19395.0,9065.0,10335.0,7.0,6.1,8.2,60615.0,26845.0,33770.0,7.7,6.3,9.2,15185.0,6930.0,8255.0,7.6,6.6,8.6,57390.0,24650.0,32735.0,9.6,7.9,11.5,30630.0,13380.0,17250.0,13.1,11.1,15.2,7690.0,3470.0,4220.0,22.5,20.1,24.9
Main mode of commuting,  Bicycle,,4260.0,2850.0,1410.0,1.5,1.9,1.1,15750.0,10310.0,5445.0,2.0,2.4,1.5,2835.0,1990.0,845.0,1.4,1.9,0.9,20425.0,11990.0,8430.0,3.4,3.8,3.0,12325.0,7120.0,5205.0,5.3,5.9,4.6,3300.0,1895.0,1400.0,9.6,11.0,8.3
Main mode of commuting,  Other method,,9265.0,4045.0,5220.0,3.4,2.7,4.1,24945.0,11195.0,13750.0,3.2,2.6,3.8,3145.0,1710.0,1435.0,1.6,1.6,1.5,11255.0,5785.0,5470.0,1.9,1.9,1.9,6060.0,3180.0,2875.0,2.6,2.6,2.5,1200.0,670.0,535.0,3.5,3.9,3.2
Commuting duration,Total - Commuting duration for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,201.0,275700.0,148915.0,126785.0,100.0,100.0,100.0,791470.0,426000.0,365475.0,100.0,100.0,100.0,200910.0,104660.0,96250.0,100.0,100.0,100.0,596730.0,311465.0,285265.0,100.0,100.0,100.0,233960.0,120350.0,113610.0,100.0,100.0,100.0,34230.0,17290.0,16945.0,100.0,100.0,100.0
Commuting duration,  Less than 15 minutes,,74060.0,36900.0,37160.0,26.9,24.8,29.3,130355.0,65125.0,65225.0,16.5,15.3,17.8,65060.0,31855.0,33205.0,32.4,30.4,34.5,106580.0,52520.0,54070.0,17.9,16.9,19.0,46865.0,22395.0,24475.0,20.0,18.6,21.5,12885.0,6100.0,6785.0,37.6,35.3,40.0
Commuting duration,  15 to 29 minutes,,116260.0,63410.0,52850.0,42.2,42.6,41.7,251795.0,135775.0,116025.0,31.8,31.9,31.7,96435.0,51700.0,44735.0,48.0,49.4,46.5,211950.0,113835.0,98115.0,35.5,36.5,34.4,93750.0,48260.0,45495.0,40.1,40.1,40.0,14570.0,7400.0,7175.0,42.6,42.8,42.3
Commuting duration,  30 to 44 minutes,,55365.0,32310.0,23060.0,20.1,21.7,18.2,222015.0,126665.0,95345.0,28.1,29.7,26.1,26865.0,14450.0,12410.0,13.4,13.8,12.9,161385.0,87950.0,73435.0,27.0,28.2,25.7,61575.0,33165.0,28405.0,26.3,27.6,25.0,4840.0,2645.0,2195.0,14.1,15.3,13.0
Commuting duration,  45 to 59 minutes,,15975.0,8700.0,7280.0,5.8,5.8,5.7,88655.0,46465.0,42190.0,11.2,10.9,11.5,7325.0,3635.0,3690.0,3.6,3.5,3.8,62880.0,30620.0,32255.0,10.5,9.8,11.3,18595.0,9330.0,9265.0,7.9,7.8,8.2,1105.0,630.0,475.0,3.2,3.6,2.8
Commuting duration,  60 minutes and over,,14030.0,7595.0,6435.0,5.1,5.1,5.1,98655.0,51970.0,46690.0,12.5,12.2,12.8,5225.0,3015.0,2205.0,2.6,2.9,2.3,53935.0,26540.0,27400.0,9.0,8.5,9.6,13175.0,7205.0,5970.0,5.6,6.0,5.3,830.0,520.0,315.0,2.4,3.0,1.9
Time leaving for work,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,202.0,275700.0,148915.0,126785.0,100.0,100.0,100.0,791470.0,426000.0,365475.0,100.0,100.0,100.0,200910.0,104660.0,96250.0,100.0,100.0,100.0,596730.0,311465.0,285265.0,100.0,100.0,100.0,233960.0,120350.0,113610.0,100.0,100.0,100.0,34230.0,17290.0,16945.0,100.0,100.0,100.0
Time leaving for work,  Between 5 a.m. and 5:59 a.m.,,14400.0,10510.0,3890.0,5.2,7.1,3.1,43645.0,31190.0,12445.0,5.5,7.3,3.4,8920.0,6555.0,2370.0,4.4,6.3,2.5,35870.0,26330.0,9540.0,6.0,8.5,3.3,9095.0,6185.0,2910.0,3.9,5.1,2.6,1010.0,660.0,350.0,3.0,3.8,2.1
Time leaving for work,  Between 6 a.m. and 6:59 a.m.,,48325.0,29145.0,19185.0,17.5,19.6,15.1,113320.0,69900.0,43420.0,14.3,16.4,11.9,34980.0,22870.0,12110.0,17.4,21.9,12.6,86515.0,50895.0,35625.0,14.5,16.3,12.5,29670.0,17975.0,11695.0,12.7,14.9,10.3,4390.0,2590.0,1800.0,12.8,15.0,10.6
Time leaving for work,  Between 7 a.m. and 7:59 a.m.,,71860.0,36380.0,35475.0,26.1,24.4,28.0,167655.0,86135.0,81520.0,21.2,20.2,22.3,67700.0,32135.0,35565.0,33.7,30.7,37.0,147765.0,69890.0,77880.0,24.8,22.4,27.3,51440.0,26155.0,25285.0,22.0,21.7,22.3,8825.0,4640.0,4185.0,25.8,26.8,24.7
Time leaving for work,  Between 8 a.m. and 8:59 a.m.,,60385.0,29850.0,30540.0,21.9,20.0,24.1,181860.0,87770.0,94085.0,23.0,20.6,25.7,42590.0,18840.0,23740.0,21.2,18.0,24.7,130185.0,59500.0,70680.0,21.8,19.1,24.8,59050.0,27630.0,31415.0,25.2,23.0,27.7,9095.0,4090.0,5005.0,26.6,23.7,29.5
Time leaving for work,  Between 9 a.m. and 11:59 a.m.,,37570.0,18985.0,18575.0,13.6,12.7,14.7,148245.0,73580.0,74670.0,18.7,17.3,20.4,17735.0,8095.0,9640.0,8.8,7.7,10.0,93190.0,44255.0,48935.0,15.6,14.2,17.2,52095.0,24820.0,27280.0,22.3,20.6,24.0,6160.0,2850.0,3310.0,18.0,16.5,19.5
Time leaving for work,  Between 12 p.m. and 4:59 a.m.,,43155.0,24040.0,19120.0,15.7,16.1,15.1,136755.0,77420.0,59330.0,17.3,18.2,16.2,28990.0,16155.0,12830.0,14.4,15.4,13.3,103205.0,60595.0,42610.0,17.3,19.5,14.9,32615.0,17590.0,15025.0,13.9,14.6,13.2,4745.0,2455.0,2295.0,13.9,14.2,13.5
Children eligible for instruction in the minority official language,Total - Eligibility for instruction in the minority official language for the population in private households born in 2003 or later - 100% data,203.0,206290.0,105040.0,101250.0,100.0,100.0,100.0,471030.0,241970.0,229065.0,100.0,100.0,100.0,96720.0,49250.0,47470.0,100.0,100.0,100.0,321810.0,164440.0,157375.0,100.0,100.0,100.0,87415.0,45390.0,42025.0,100.0,100.0,100.0,10175.0,5140.0,5035.0,100.0,100.0,100.0
Children eligible for instruction in the minority official language,  Children eligible for instruction in the minority official language,,72675.0,36680.0,35995.0,35.2,34.9,35.6,45395.0,23075.0,22320.0,9.6,9.5,9.7,8450.0,4175.0,4280.0,8.7,8.5,9.0,80715.0,41690.0,39030.0,25.1,25.4,24.8,6870.0,3445.0,3425.0,7.9,7.6,8.1,855.0,395.0,455.0,8.4,7.7,9.0
Children eligible for instruction in the minority official language,  Children not eligible for instruction in the minority official language,,133615.0,68365.0,65250.0,64.8,65.1,64.4,425635.0,218895.0,206740.0,90.4,90.5,90.3,88270.0,45075.0,43195.0,91.3,91.5,91.0,241095.0,122750.0,118345.0,74.9,74.6,75.2,80540.0,41940.0,38600.0,92.1,92.4,91.9,9325.0,4750.0,4575.0,91.6,92.4,90.9
Eligibility and instruction in the minority official language for school-aged children,"Total - Eligibility and instruction in the minority official language, for the population in private households born between 2003 and 2015 (inclusive) - 100% data",204.0,153795.0,78500.0,75295.0,100.0,100.0,100.0,339085.0,174355.0,164730.0,100.0,100.0,100.0,69680.0,35320.0,34355.0,100.0,100.0,100.0,226825.0,115930.0,110890.0,100.0,100.0,100.0,62020.0,32435.0,29585.0,100.0,100.0,100.0,7065.0,3530.0,3535.0,100.0,100.0,100.0
Eligibility and instruction in the minority official language for school-aged children,  Children eligible for instruction in the minority official language,,55250.0,27845.0,27405.0,35.9,35.5,36.4,34720.0,17580.0,17140.0,10.2,10.1,10.4,6520.0,3210.0,3310.0,9.4,9.1,9.6,60615.0,31295.0,29320.0,26.7,27.0,26.4,5095.0,2580.0,2515.0,8.2,8.0,8.5,610.0,275.0,330.0,8.6,7.8,9.3
Eligibility and instruction in the minority official language for school-aged children,    Eligible children who have been instructed in the minority official language at the primary or secondary level in Canada,,41170.0,20350.0,20820.0,26.8,25.9,27.7,22430.0,11100.0,11330.0,6.6,6.4,6.9,4810.0,2330.0,2485.0,6.9,6.6,7.2,48760.0,25220.0,23545.0,21.5,21.8,21.2,3295.0,1615.0,1670.0,5.3,5.0,5.6,300.0,125.0,175.0,4.2,3.5,5.0
Eligibility and instruction in the minority official language for school-aged children,    Eligible children who have not been instructed in the minority official language at the primary or secondary level in Canada,,14085.0,7495.0,6585.0,9.2,9.5,8.7,12290.0,6480.0,5810.0,3.6,3.7,3.5,1710.0,885.0,825.0,2.5,2.5,2.4,11855.0,6080.0,5775.0,5.2,5.2,5.2,1805.0,965.0,840.0,2.9,3.0,2.8,305.0,150.0,155.0,4.3,4.2,4.4
Eligibility and instruction in the minority official language for school-aged children,  Children not eligible for instruction in the minority official language,,98550.0,50655.0,47890.0,64.1,64.5,63.6,304365.0,156775.0,147590.0,89.8,89.9,89.6,63155.0,32105.0,31050.0,90.6,90.9,90.4,166210.0,84635.0,81575.0,73.3,73.0,73.6,56925.0,29855.0,27070.0,91.8,92.0,91.5,6455.0,3255.0,3205.0,91.4,92.2,90.7
...,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2021 and 2016 population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Total private dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Private dwellings occupied by usual residents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,The category 'Movable dwelling' includes mobile homes and other movable dwellings such as houseboats  recreational vehicles and railroad cars.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A census family is defined as a married couple (with or without children)  a common-law couple (with or without children) or a one-parent family. For more information  refer to the Census Dictionary: Census family structure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,There is no age restriction on children. Includes children living with a grandparent or grandparents without a parent present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Includes foster children.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Multigenerational households represent all households where there is at least one person who is both the grandparent of a person in the household and the parent of another person in the same household. They also represent all households where there is at least one person who is both the child of a person in the household and the grandchild of another person in the same household. In previous censuses  multigenerational households were only created based on the former definition  not the latter. As a result  there may be small differences in counts for 2011 and 2016 in archived tables.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Excludes multigenerational households.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Total income - The sum of certain incomes (in cash and  in some circumstances  in kind) of the statistical unit during a specified reference period. The components used to calculate total income vary between:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Total income - The sum of certain incomes (in cash and  in some circumstances  in kind) of the statistical unit during a specified reference period. The components used to calculate total income vary between:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Employment income - All income received as wages  salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. For the 2021 Census  the reference period for income data is the calendar year 2020  unless otherwise specified.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Full-year full-time workers - Persons aged 15 years and over who worked mostly full time (30 hours or more per week) and full year (49 weeks and over per year) in 2020. For more information  see variable work activity in 2020  Dictionary  Census of Population  2021.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Median income - The median income of a specified group is the amount that divides the income distribution of that group into two halves  i.e.  the incomes of half of the units in that group are below the median  while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Average income - Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes of individuals are calculated for those with income (positive or negative).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Part year or part time workers - Persons aged 15 years and over who worked mostly part time (less than 30 hours per week) or 48 weeks or less during 2020. For more information  see variable work activity in 2020  Dictionary  Census of Population  2021.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Composition of total income - The composition of the total income of a population group or a geographic area refers to the relative share of each income source or group of sources  expressed as a percentage of the aggregate total income of that group or area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Market income - The sum of employment income (wages  salaries and commissions  net self-employment income from farm or non-farm unincorporated business and/or professional practice)  investment income  private retirement income (retirement pensions  superannuation and annuities  including those from registered retirement savings plans [RRSPs] and registered retirement income funds [RRIFs]) and other money income from market sources during the reference period. It is equivalent to total income minus government transfers. It is also referred to as income before transfers and taxes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Employment income - All income received as wages  salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Government transfers - All cash benefits received from federal  provincial  territorial or municipal governments during the reference period. It includes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Total income - The sum of certain incomes (in cash and  in some circumstances  in kind) of the statistical unit during a specified reference period. The components used to calculate total income vary between:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,After-tax income - After-tax income refers to total income less income taxes of the statistical unit during a specified reference period. Income taxes refers to the sum of federal income taxes  provincial and territorial income taxes  less abatement where applicable. Provincial and territorial income taxes include health care premiums in certain jurisdictions. Abatement reduces the federal income taxes payable by persons residing in Quebec or in certain self-governing Yukon First Nation settlement lands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Total income - The sum of certain incomes (in cash and  in some circumstances  in kind) of the statistical unit during a specified reference period. The components used to calculate total income vary between:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Total income - The sum of certain incomes (in cash and  in some circumstances  in kind) of the statistical unit during a specified reference period. The components used to calculate total income vary between:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Employment income - All income received as wages  salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. The reference period for this variable is calendar year 2019. The variable is intended for comparison with its 2020 equivalent and other 2019 income variables. Income for 2019 is presented in 2020 constant dollars.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Total income - The sum of certain incomes (in cash and  in some circumstances  in kind) of the statistical unit during a specified reference period. The components used to calculate total income vary between:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Total income - The sum of certain incomes (in cash and  in some circumstances  in kind) of the statistical unit during a specified reference period. The components used to calculate total income vary between:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Total income - The sum of certain incomes (in cash and  in some circumstances  in kind) of the statistical unit during a specified reference period. The components used to calculate total income vary between:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Total income - The sum of certain incomes (in cash and  in some circumstances  in kind) of the statistical unit during a specified reference period. The components used to calculate total income vary between:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Calculation includes persons not in economic families without income (with an income of zero).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Total income - The sum of certain incomes (in cash and  in some circumstances  in kind) of the statistical unit during a specified reference period. The components used to calculate total income vary between:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Total income - The sum of certain incomes (in cash and  in some circumstances  in kind) of the statistical unit during a specified reference period. The components used to calculate total income vary between:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Low-income status - The income situation of the statistical unit in relation to a specific low-income line in a reference year. Statistical units with income that is below the low-income line are considered to be in low income.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
